0,Eddie C's Bar,"['34 Maverick Sq', 'Boston, MA 02128']",FK2GaRPMyrA5oxZYToqTsw,4.0,35,"{'latitude': 42.36996, 'longitude': -71.03935}",$
1,The Gaff,"['467 Moody St', 'Waltham, MA 02453']",ZT_xafbgHg3Zj0emqYw5Jg,4.5,320,"{'latitude': 42.3681742697954, 'longitude': -71.2374946475029}",$$
2,Delux Café,"['100 Chandler St', 'Boston, MA 02116']",zZ7roMv_c8R4slTMPPdkng,4.0,318,"{'latitude': 42.34628, 'longitude': -71.07289}",$$
3,Green Street,"['280 Green St', 'Cambridge, MA 02139']",JdWplSS3RfBFamm4FshtcA,4.0,694,"{'latitude': 42.36452, 'longitude': -71.10419}",$$
4,75 Chestnut,"['75 Chestnut St', 'Boston, MA 02108']",qVNYCZi2ofv-oe293JsYkg,4.0,492,"{'latitude': 42.35695, 'longitude': -71.07097}",$$
5,The Publick House,"['1648 Beacon St', 'Brookline, MA 02445']",rK-fgI2_-x0T4lxwF9L4Ww,4.0,1196,"{'latitude': 42.3394130267999, 'longitude': -71.1367036548893}",$$
6,OAK Long Bar + Kitchen,"['138 St. James Ave', 'Boston, MA 02116']",DZnhcxnSys_emI7ZHd5jYg,3.5,336,"{'latitude': 42.349092, 'longitude': -71.076187}",$$$
7,Worden Hall,"['22 W Broadway', 'Boston, MA 02127']",Y7B9tTmHPXgNwu5SRGtgtQ,4.0,348,"{'latitude': 42.3427610900378, 'longitude': -71.0568092748732}",$$
8,Kings Dining & Entertainment - Boston Seaport,"['60 Seaport Blvd', 'Boston, MA 02210']",mmJ2ixPN8NIkEEIM4oHd8g,4.0,202,"{'latitude': 42.3515879, 'longitude': -71.0447779}",$$
9,State Street Provisions,"['255 State St', 'Long Wharf', 'Boston, MA 02109']",-S_m_GBqkGEjABeO0FaxzA,4.0,528,"{'latitude': 42.35944, 'longitude': -71.05113}",$$
10,Tony C's Sports Bar & Grill,"['250 Northern Ave', 'Boston, MA 02210']",-bC1fMN5kQgFruzUR8E_RA,2.5,534,"{'latitude': 42.34897, 'longitude': -71.038619}",$$
11,Sullivan's Pub,"['85 Main St', 'Charlestown, MA 02129']",HkGEmanL0nyQ8llX4t_z3w,4.5,34,"{'latitude': 42.37398, 'longitude': -71.06293}",$
12,backbar,"['7 Sanborn Ct', 'Somerville, MA 02143']",V6IKFLo-rJdMRJEbuLLD3g,4.5,382,"{'latitude': 42.3797392845154, 'longitude': -71.0945945978165}",$$
13,Solas Irish Pub,"['710 Boylston St', 'Boston, MA 02116']",ZepRG9iVXXA-u3gH5C-UKA,3.5,378,"{'latitude': 42.34927, 'longitude': -71.079759}",$$
14,Beantown Pub,"['100 Tremont St', 'Boston, MA 02108']",V8_e5MRjfexH4WFBqjDWCg,3.0,636,"{'latitude': 42.357451481565, 'longitude': -71.060911746876}",$$
15,Barcelona Wine Bar South End,"['525 Tremont St', 'Boston, MA 02116']",mP1EdIafQKMuOm9O4PzAfA,4.5,1131,"{'latitude': 42.3449355147724, 'longitude': -71.0705436362457}",$$
16,Bar Mezzana,"['360 Harrison Ave', 'Boston, MA 02118']",bZhUufqdpg5qxsDKpIRv5A,4.5,348,"{'latitude': 42.3445756001492, 'longitude': -71.0635791144088}",$$$
17,Lulu's Allston,"['421 Cambridge St', 'Boston, MA 02134']",FioFvBhgVPV2dZW3mxjxQQ,4.0,501,"{'latitude': 42.3550647, 'longitude': -71.1341649}",$$
18,Boston Chops South End,"['1375 Washington St', 'Boston, MA 02118']",RDZJY7ls8-2hNkkXFIJg4g,4.0,622,"{'latitude': 42.3415074053928, 'longitude': -71.0696210990184}",$$$
19,Dunn-Gaherin’s Food and Spirits,"['344 Elliot St', 'Newton, MA 02464']",BRPrmJoGYtDRwtPl-vh-zQ,4.5,351,"{'latitude': 42.31271, 'longitude': -71.22397}",$$
20,Ward 8,"['90 N Washington St', 'Boston, MA 02113']",MkjhW1dVbl3e0AxBL0oXKw,4.0,493,"{'latitude': 42.3653984, 'longitude': -71.0586472}",$$
21,Wink & Nod,"['3 Appleton St', 'Boston, MA 02116']",4-Tp4hstdC5XVvO4otGkuA,4.0,450,"{'latitude': 42.3466991630507, 'longitude': -71.0694792474231}",$$$
22,Allston Billiards,"['445 Cambridge St', 'Fl 2', 'Boston, MA 02134']",WhOZfqo49chqzdt15iluQA,5.0,6,"{'latitude': 42.35467, 'longitude': -71.13542}",$
23,Porters Bar & Grill,"['173 Portland St', 'Boston, MA 02114']",9VGECwLbj29RljD2WVSzaw,4.0,250,"{'latitude': 42.3642896, 'longitude': -71.061702}",$$
24,Night Shift Brewing - Lovejoy Wharf,"['1 Lovejoy Wharf', 'Ste 101', 'Boston, MA 02114']",xQ1ZtOzzZXxKYvE3DNX_zg,4.0,111,"{'latitude': 42.367334535510814, 'longitude': -71.05957949766712}",$$
25,The Brewer's Fork,"['7 Moulton St', 'Boston, MA 02129']",IJ2MnBlIvib0aU2hbmr0hg,4.5,395,"{'latitude': 42.37671, 'longitude': -71.05649}",$$
26,Warehouse Bar & Grille,"['40 Broad St', 'Boston, MA 02109']",uUMnZINNYCvgdX7jla4PLA,3.5,193,"{'latitude': 42.35850045521629, 'longitude': -71.05399911979244}",$$
27,Moonshine 152,"['152 Dorchester Ave', 'Boston, MA 02127']",1C32E52HmhRC3GNwkX2nZg,4.5,415,"{'latitude': 42.34133, 'longitude': -71.0569151}",$$
28,Harry's Bar & Grill,"['1430 Commonwealth Ave', 'Brighton, MA 02135']",E3DdyR6aT7NpLNN39cMTcQ,4.0,328,"{'latitude': 42.3483007201325, 'longitude': -71.1399161799289}",$$
29,Rock Bottom Restaurant & Brewery,"['115 Stuart St', 'Boston, MA 02116']",DZm67Anqn1IQTB9iGvw4Fw,3.0,653,"{'latitude': 42.351279, 'longitude': -71.065284}",$$
30,The Friendly Toast,"['35 Stanhope St', 'Back Bay, MA 02116']",xlOMKjE4omTgkI1eduWj8A,4.0,1832,"{'latitude': 42.3483479318913, 'longitude': -71.0732730478048}",$$
31,The Mission Bar & Grill,"['724 Huntington Ave', 'Boston, MA 02120']",nmSiYGAo8YA4oCXjAAgY5g,3.5,337,"{'latitude': 42.33375, 'longitude': -71.10523}",$$
32,Midway Cafe,"['3496 Washington St', 'Jamaica Plain, MA 02130']",K8qPnx9EUWhQ-NkRYw-q7A,4.0,85,"{'latitude': 42.3061329, 'longitude': -71.1075658}",$
33,Flann O'Brien's,"['1619 Tremont St', 'Roxbury Crossing, MA 02120']",DMMIU3G8CngajT2ymBfXxw,3.5,149,"{'latitude': 42.33386, 'longitude': -71.103309}",$$
34,Area Four,"['500 Technology Sq', 'Cambridge, MA 02139']",WYnXpXym2DMtwchDcbilmg,4.0,939,"{'latitude': 42.363073, 'longitude': -71.0924589}",$$
35,Dillon's,"['955 Boylston St', 'Boston, MA 02115']",M0fRUDEo9mbnZFXhvshlFw,3.0,477,"{'latitude': 42.3479653914953, 'longitude': -71.0858754834292}",$$
36,Corner Cafe,"['87 Prince St', 'Boston, MA 02113']",UoAbVHm6A04avk-QIhiWYQ,4.0,67,"{'latitude': 42.3656005859375, 'longitude': -71.0561828613281}",$
37,Tavern In The Square,"['120 Beverly St', 'Boston, MA 02114']",IvvgLWS3J6qR4dhYMlDOPA,3.5,274,"{'latitude': 42.36572, 'longitude': -71.060117}",$$
38,Cathedral Station,"['1222 Washington St', 'Boston, MA 02118']",B5yYnr3KY1RuGy6L1Y8AWw,3.5,51,"{'latitude': 42.3428190425811, 'longitude': -71.066907314402}",$$
39,The Lansdowne Pub,"['9 Lansdowne St', 'Boston, MA 02215']",w2uRbCHkWjjHzHnYRsG-EQ,3.5,371,"{'latitude': 42.347327, 'longitude': -71.095093}",$$
40,Brendan Behan Pub,"['378 Centre St', 'Jamaica Plain, MA 02130']",4HnToN8bByaPRTTehukvXw,4.0,192,"{'latitude': 42.32196, 'longitude': -71.10927}",$
41,Saus,"['33 Union St', 'Boston, MA 02108']",VFvCFOYtyK9ae4Skxvf3vA,4.0,1257,"{'latitude': 42.3610800091721, 'longitude': -71.0570718850568}",$$
42,The Landing,"['One Long Wharf', 'Boston, MA 02110']",g_1zgYJqkm3w9FeKaOYgcA,3.5,135,"{'latitude': 42.359803, 'longitude': -71.050338}",$$
43,Clerys,"['113 Dartmouth St', 'Boston, MA 02116']",t77sOZmbHMB6n3whAQT8MA,3.0,443,"{'latitude': 42.3463019932994, 'longitude': -71.0754544879197}",$$
44,Boston Sail Loft,"['80 Atlantic Ave', 'Boston, MA 02110']",aGYdF_fNHDhFCAnXoTCkGA,4.0,852,"{'latitude': 42.362464, 'longitude': -71.050536}",$$
45,GrandTen Distilling,"['383 Dorchester Ave', 'Boston, MA 02127']",KeC3GrFHGRl-vRT8LIuB3g,5.0,103,"{'latitude': 42.3350791931152, 'longitude': -71.0572052001953}",$$
46,Citizen Public House & Oyster Bar,"['1310 Boylston St', 'Boston, MA 02215']",WESPiF4WcuAYb_r6N4SqgQ,3.5,651,"{'latitude': 42.3442, 'longitude': -71.09795}",$$
47,The Point,"['147 Hanover St', 'Boston, MA 02108']",arnbjQR2n0-6-iqdBB_gHw,3.5,206,"{'latitude': 42.36166, 'longitude': -71.05708}",$$
48,Kelley Square Pub,"['84 Bennington St', 'East Boston, MA 02128']",Tyf0P9SMnc9Q7jXF6JO3cw,4.0,176,"{'latitude': 42.3762017229843, 'longitude': -71.0357013997035}",$$
49,Franklin Cafe,"['278 Shawmut Ave', 'Boston, MA 02118']",fmw_0vST7GjdibObHWLOuQ,4.0,510,"{'latitude': 42.34291, 'longitude': -71.06895}",$$
0,Harvard Gardens,"['316 Cambridge St', 'Boston, MA 02114']",IjshhPQwClaUK1v7z_7CpQ,3.5,449,"{'latitude': 42.3609451, 'longitude': -71.0688988}",$$
1,Yvonne's,"['2 Winter Pl', 'Boston, MA 02108']",nIS4O-TwLYkA_P1Cu0SfhA,4.0,1024,"{'latitude': 42.355517, 'longitude': -71.0614361}",$$$
2,RumBa,"['510 Atlantic Ave', 'InterContinental Boston', 'Boston, MA 02210']",f0Av9RuE2a6KSULJsOyZzg,3.5,103,"{'latitude': 42.354093, 'longitude': -71.051903}",$$$
3,Emmet's Irish Pub & Restaurant,"['6 Beacon St', 'Boston, MA 02108']",n6iTeADfaVagZjsoZZ631A,4.0,301,"{'latitude': 42.3582161, 'longitude': -71.0612726}",$$
4,Earls Kitchen + Bar,"['800 Boylston St', 'Unit 107', 'Boston, MA 02199']",m1ertlgQIxAl74D7nCsvbQ,4.0,913,"{'latitude': 42.34751, 'longitude': -71.08135}",$$
5,Mj O'connor's - Boston,"['27 Columbus Ave', 'Boston, MA 02116']",uMZoY7AyG08rnN-YiQN7fA,3.0,268,"{'latitude': 42.3511597728604, 'longitude': -71.0689188256007}",$$
6,4th Wall Restaurant & Bar,"['228 Tremont St', 'Boston, MA 02116']",X0mY5Pf7Fj_kfWmwDEqwdQ,4.0,95,"{'latitude': 42.35134, 'longitude': -71.06458}",$$
7,The Puddingstone Tavern,"['1592 Tremont St', 'Boston, MA 02120']",nvSIoGq_vt_VTrJBqgF4Gg,4.0,25,"{'latitude': 42.333423614502, 'longitude': -71.1031951904297}",$$
8,Russell House Tavern,"['14 Jfk St', 'Cambridge, MA 02138']",_9ZZv5V-uM5BXx3P-HslIw,4.0,1973,"{'latitude': 42.373113889528, 'longitude': -71.119494214654}",$$
9,Renegade's Pub,"['1004 Bennington St', 'Boston, MA 02128']",CJ0DuAPIract7wPMWgsXbg,4.0,98,"{'latitude': 42.38689, 'longitude': -71.0068}",$
10,Local 149,"['149 P St', 'Boston, MA 02127']",zEel4VKJtybhJurBaHbsuw,3.5,434,"{'latitude': 42.33312, 'longitude': -71.02732}",$$
11,The Muddy Charles Pub at MIT,"['142 Memorial Dr', 'Cambridge, MA 02139']",suopVZZ_uvIwCaiDzBWurA,4.0,61,"{'latitude': 42.3591735573941, 'longitude': -71.0880663796093}",$
12,Silvertone,"['69 Bromfield St', 'Boston, MA 02108']",_RWkck7niE8VJG3zLXK2ig,4.0,862,"{'latitude': 42.3571471, 'longitude': -71.0608731}",$$
13,Trillium Brewing - Fort Point,"['50 Thomson Pl', 'Boston, MA 02210']",Gs4lOF2OuftG6iQl-iOVdQ,4.0,434,"{'latitude': 42.3510247187811, 'longitude': -71.0441803851201}",$$
14,The Bell In Hand,"['45 Union St', 'Boston, MA 02108']",uCJqYrBSITSrJBHyMPznwg,3.5,928,"{'latitude': 42.361215013631, 'longitude': -71.0569801166266}",$$
15,Olde Magoun's Saloon,"['518 Medford St', 'Somerville, MA 02145']",hkduXqDA7Ssmb-2hqpGMDg,4.0,422,"{'latitude': 42.3966331481934, 'longitude': -71.1041030883789}",$$
16,Buff's Pub,"['317 Washington St', 'Newton, MA 02458']",GHZ-EWQrVxKYDtt9ce82Og,4.0,464,"{'latitude': 42.35716, 'longitude': -71.186587}",$$
17,The Sevens Ale House,"['77 Charles St', 'Boston, MA 02114']",OxobKchEqJU2BZi6qc0QBA,3.5,281,"{'latitude': 42.358163031345, 'longitude': -71.070565798128}",$$
18,City Works,"['91 Arsenal Yards Blvd', 'Watertown, MA 02472']",7lJXIkwfd-SmYGaQhg2zRg,4.0,64,"{'latitude': 42.362341, 'longitude': -71.157613}",
19,Limelight Stage + Studios,"['204 Tremont St', 'Boston, MA 02116']",YjUrrZIO2O9ls4hiz8nMtA,3.0,230,"{'latitude': 42.3520584799329, 'longitude': -71.0644841194153}",$$
20,Cornwall's,"['644 Beacon St', 'Boston, MA 02215']",lcJ9Aaf-NC4233RyLdaq0Q,3.5,220,"{'latitude': 42.34938, 'longitude': -71.09589}",$$
21,Sports Connection Bar & Grill,"['560 Dorchester Ave', 'Boston, MA 02127']",mfVplR2yhNMfTVRkCLh90w,4.0,11,"{'latitude': 42.33047, 'longitude': -71.05672}",$
22,The Junction,"['110 Dorchester St', 'Boston, MA 02127']",VwcuTadW8apQeNvt0IRfKQ,4.0,83,"{'latitude': 42.335090637207, 'longitude': -71.0459518432617}",$$
23,Yard House,"['126 Brookline Ave', 'Boston-Fenway, MA 02215']",n4XrNsqY2Oi1DB7-2hJzTw,3.5,824,"{'latitude': 42.3453025325918, 'longitude': -71.1003178238538}",$$
24,The Bullpen,"['19-21 Jersey St', 'Boston, MA 02215']",ev0CyR6RXtt-2mjQciY3nw,4.5,17,"{'latitude': 42.34613, 'longitude': -71.09884}",$
25,Tavern at the End of the World,"['108 Cambridge St', 'Charlestown, MA 02129']",bqC8cTtPJmSAW6NUVHV9YQ,4.0,216,"{'latitude': 42.38218, 'longitude': -71.07938}",$$
26,A4cade by Area Four,"['292 Massachusetts Ave', 'Cambridge, MA 02139']",3UtlwidZDSxtT9ukO79bHA,3.5,190,"{'latitude': 42.362077, 'longitude': -71.098395}",$$
27,The Black Rose,"['160 State St', 'Boston, MA 02109']",pgb_V3Wk56X5HK1NfLFgcw,3.5,704,"{'latitude': 42.3594142632159, 'longitude': -71.0536410447498}",$$
28,Bootleg Special,"['400 Tremont St', 'Boston, MA 02116']",nyy38msunExaObJOeH7j0Q,4.0,688,"{'latitude': 42.3471199, 'longitude': -71.06834}",$$
29,The Hill Tavern,"['228 Cambridge St', 'Boston, MA 02114']",aehgQxttnq8h6LEKsu9T7g,3.5,250,"{'latitude': 42.36098, 'longitude': -71.06666}",$$
30,Anchovies,"['433 Columbus Ave', 'Boston, MA 02116']",EYMC8NHn6U-4WpLo54dQtw,4.0,396,"{'latitude': 42.343939, 'longitude': -71.077598}",$$
31,JJ Foley's Fireside Tavern,"['30 Hyde Park Ave', 'Jamaica Plain, MA 02130']",5Sa00ZJMBNHhCfY9jpCq9w,3.5,39,"{'latitude': 42.2991473, 'longitude': -71.1138975}",$
32,The Merchant,"['60 Franklin St', 'Boston, MA 02110']",ZzOD1ur-Hd4n4ts58w_OEg,3.5,348,"{'latitude': 42.355794, 'longitude': -71.058365}",$$
33,Brownstone,"['111 Dartmouth St', 'Boston, MA 02116']",a17mI6DjjfWDL6dpZS6oBg,3.5,377,"{'latitude': 42.3464177995131, 'longitude': -71.0754221986725}",$$
34,The Plough & Stars,"['912 Massachusetts Ave', 'Cambridge, MA 02139']",PKnj9SK8M9aSrWpf0rQtPg,4.0,309,"{'latitude': 42.3683197, 'longitude': -71.1086916}",$$
35,Parla,"['230 Hanover St', 'Boston, MA 02113']",ElOE7WzFMX8aMS_hkqtX_w,4.0,348,"{'latitude': 42.3632455, 'longitude': -71.0552327}",$$
36,The Abbey,"['1755 Massachusetts Ave', 'Cambridge, MA 02140']",oeGGj21XtuZTTIk3wRlCOw,4.0,236,"{'latitude': 42.3851057658005, 'longitude': -71.1191113498644}",$$
37,Boston Sports Grille,"['132 Canal St', 'Boston, MA 02114']",sG0zIVkkWRe0p1VOSZgpBQ,3.0,114,"{'latitude': 42.3647293, 'longitude': -71.0605345}",$$
38,Hops N Scotch,"['1306 Beacon St', 'Brookline, MA 02446']",djb7jPPMwVOBfCE5K7Ilog,3.5,443,"{'latitude': 42.342624, 'longitude': -71.120666}",$$
39,The Warren Tavern,"['2 Pleasant St', 'Charlestown, MA 02129']",8I2CBbVJnWS8w8OfkexE8g,4.0,484,"{'latitude': 42.37422, 'longitude': -71.06311}",$$
40,Boston Burger - Boston,"['1100 Boylston St', 'Boston, MA 02215']",Dvwj6KWrDZHVQwlSjYS4Iw,4.0,1039,"{'latitude': 42.346827, 'longitude': -71.0884733}",$$
41,Crave,"['128 Brighton Ave', 'Boston, MA 02134']",-pASPGsYPCVbG-O1KmYIUA,5.0,5,"{'latitude': 42.352568, 'longitude': -71.131319}",
42,Hopewell Bar & Kitchen,"['1277 Commonwealth Ave', 'Boston, MA 02134']",eTTnOUoAhbv65vcApwhTgQ,4.0,238,"{'latitude': 42.3498153686523, 'longitude': -71.1334228515625}",$$
43,Precinct Kitchen + Bar,"['154 Berkeley St', 'Boston, MA 02116']",itOs1rPS8j8sakiwsl1PEw,3.5,252,"{'latitude': 42.3488506867202, 'longitude': -71.0719430973949}",$$
44,Casey's,"['171 Broadway', 'Somerville, MA 02145']",GeH-0kjRmRDkO5N6-6ySdg,4.5,46,"{'latitude': 42.3891, 'longitude': -71.0863}",$$
45,Cambridge Brewing Company,"['1 Kendall Sq', 'Bldg 100', 'Cambridge, MA 02139']",Bmvu1grPzxECp7dxm8zerA,3.5,794,"{'latitude': 42.366470060263, 'longitude': -71.0913371232944}",$$
46,Cambridge Common,"['1667 Massachusetts Ave', 'Cambridge, MA 02138']",leGlDtF4iveddK_uuBC8lQ,4.0,721,"{'latitude': 42.382133040905, 'longitude': -71.119461647643}",$$
47,Lucky's Lounge,"['355 Congress St', 'Boston, MA 02210']",Go8U9oJd4CfpO1ik4Z8iKA,3.5,629,"{'latitude': 42.35020568362159, 'longitude': -71.04844640199286}",$$
48,"730 Tavern, Kitchen & Patio","['730 Massachusetts Ave', 'Cambridge, MA 02139']",XE3oEdVJ2wu_J5X8TdLU-w,3.5,98,"{'latitude': 42.36591, 'longitude': -71.10514}",$$
49,The Banshee,"['934 Dorchester Ave', 'Dorchester, MA 02125']",GBsTXDvtuVSM2IC9mFQD9Q,3.5,163,"{'latitude': 42.3189697265625, 'longitude': -71.0564880371094}",$$
0,Article 24,"['458 Western Ave', 'Brighton, MA 02135']",GHmjQQuQya93blcsHHLDjQ,4.0,276,"{'latitude': 42.361896, 'longitude': -71.142204}",$$
1,Gather,"['75 Northern Ave', 'Boston, MA 02210']",WDpPZYEZhf7LLv3PyTeb4Q,3.5,402,"{'latitude': 42.35235641, 'longitude': -71.04519609}",$$
2,Clink,"['215 Charles St', 'The Liberty Hotel', 'Boston, MA 02114']",DkuCJwpeiGhW41EEcOKweg,3.0,405,"{'latitude': 42.362238, 'longitude': -71.070537}",$$$
3,Lower Mills Tavern,"['2269 Dorchester Ave', 'Boston, MA 02124']",W0Lmpe7yIVercq9ouNzrxA,4.0,150,"{'latitude': 42.27298, 'longitude': -71.06807}",$$
4,Union Oyster House,"['41 Union St', 'Boston, MA 02108']",Ruq91rmQNweZ78TzKylQMg,3.5,2855,"{'latitude': 42.36126, 'longitude': -71.05688}",$$
5,Committee,"['50 Northern Ave', 'Boston, MA 02210']",8a_P_6kYaIM2HdOEd0xzmg,4.0,607,"{'latitude': 42.353665, 'longitude': -71.047096}",$$
6,LongCross Bar & Kitchen,"['501 Fellsway', 'Medford, MA 02155']",ek-lwfIZ7b-K31w_x0EzjA,4.5,61,"{'latitude': 42.40367117, 'longitude': -71.08161433}",
7,Monument Restaurant & Tavern,"['251 Main St', 'Boston, MA 02129']",wxe0Hxxhv4FQtI8EvrgReA,4.5,207,"{'latitude': 42.3769209851841, 'longitude': -71.0660490700896}",$$
8,The Quiet Few,"['331 Sumner St', 'Boston, MA 02128']",Gx0UVCzWbqeUQpXNZU2ftw,5.0,47,"{'latitude': 42.3672353758772, 'longitude': -71.0359430100869}",
9,The Red Hat,"['9 Bowdoin St', 'Boston, MA 02114']",_tkRmWRJpRDiXCzxNZSEIA,3.5,258,"{'latitude': 42.3610074438742, 'longitude': -71.063042645175}",$$
10,B&G Oysters,"['550 Tremont St', 'Boston, MA 02116']",mxjVk5rvPNhzYe_vt3OSQA,4.0,1063,"{'latitude': 42.34388, 'longitude': -71.07123}",$$$
11,Seapoint Restaurant,"['367 E 8th St', 'Boston, MA 02127']",c81oaaBKc7XJmoHGCudSOg,4.0,41,"{'latitude': 42.3310394287109, 'longitude': -71.0464019775391}",$$
12,Tony C's Sports Bar & Grill,"['699 Assembly Row', 'Somerville, MA 02145']",kVn-sFg1CIFaHuRdES00NA,3.0,400,"{'latitude': 42.3956879, 'longitude': -71.0791112306885}",$$
13,CitySide Tavern,"['1960 Beacon St', 'Brighton, MA 02135']",lrgGdVjP9iVYOXP-357fsA,3.0,361,"{'latitude': 42.33643, 'longitude': -71.15016}",$$
14,Night Shift Brewing,"['87 Santilli Hwy', 'Everett, MA 02149']",--hkbIWgBKBOZq4VcNwdhQ,4.5,437,"{'latitude': 42.405977, 'longitude': -71.067886}",$$
15,Myers & Chang,"['1145 Washington St', 'Boston, MA 02118']",72PQGMhrEcIuWH-S44TprA,4.0,1686,"{'latitude': 42.3438187315924, 'longitude': -71.066250270967}",$$
16,Lord Hobo,"['92 Hampshire St', 'Cambridge, MA 02139']",A3D8gBGNmt51kvcI0GkaGQ,3.5,584,"{'latitude': 42.3687629699707, 'longitude': -71.095100402832}",$$
17,Craigie On Main,"['853 Main St', 'Cambridge, MA 02139']",58cDJU4cub1o0o0B4h9GrA,4.0,1305,"{'latitude': 42.3634817952265, 'longitude': -71.098551}",$$$$
18,Modern Underground Bar and Grill,"['263 Hanover St', 'Boston, MA 02113']",49wY3aTGhVJP9upnDRrgdQ,4.0,15,"{'latitude': 42.363249, 'longitude': -71.054722}",$$
19,The Draft,"['34 Harvard Ave', 'Allston, MA 02134']",9jStwuAp2D0gdMFe6FNrTw,3.0,241,"{'latitude': 42.35486, 'longitude': -71.13238}",$
20,Club Café,"['209 Columbus Ave', 'Boston, MA 02116']",IeJ6oKr3MW5bSlwmlkknwg,3.0,360,"{'latitude': 42.3482771, 'longitude': -71.0724468}",$$
21,Sullivan's Tap,"['168 Canal St', 'Boston, MA 02114']",goj3-MeDiCS2soysk6AaSQ,3.5,114,"{'latitude': 42.3651510825536, 'longitude': -71.0609895171967}",$
22,Shays Pub & Wine Bar,"['58 Jfk St', 'Cambridge, MA 02138']",XlcWm3OdV1QrSPF_AwrlTQ,4.0,227,"{'latitude': 42.3717754, 'longitude': -71.1208141}",$$
23,Tavern in the Square,"['161 Brighton Ave', 'Allston, MA 02134']",pOtm0huSB2_ydAhPLU7EwQ,3.0,485,"{'latitude': 42.35330745278515, 'longitude': -71.1326381055454}",$$
24,Parish Cafe and Bar,"['361 Boylston St', 'Boston, MA 02116']",_QUh5vFHSuw8R_uiFZ7XKQ,4.0,1417,"{'latitude': 42.35194, 'longitude': -71.07168}",$$
25,The Lenox Hotel,"['61 Exeter St At Boylston', 'Boston, MA 02116']",BLly5k37w3SpyvWoTFUwbA,4.5,253,"{'latitude': 42.3491924, 'longitude': -71.0796152}",$$$
26,BEERWORKS No. 1 Fenway,"['61 Brookline Ave', 'Boston, MA 02215']",SNJhevBiD7xFvxiEJywMxw,3.5,732,"{'latitude': 42.3472099, 'longitude': -71.09913}",$$
27,Good Life,"['28 Kingston St', 'Boston, MA 02111']",n5c-AeQYPJxIpjiuOKjxOg,3.5,357,"{'latitude': 42.353525, 'longitude': -71.05918}",$$
28,Samuel Adams Brewery,"['30 Germania St', 'Boston, MA 02130']",VImbIWfxODVsiRHebSQePw,4.5,1440,"{'latitude': 42.3144647, 'longitude': -71.1031}",$
29,Grainne O Malleys,"['201 Harvard St', 'Brookline, MA 02446']",qtww5gR4Oyw29gqMoV3uLg,4.5,65,"{'latitude': 42.3396614, 'longitude': -71.1207357}",$$
30,Shenannigans Bar,"['332 W Broadway', 'Boston, MA 02127']",LSmYTw4HvU0lDBK4Mg2KyQ,3.5,182,"{'latitude': 42.33849, 'longitude': -71.04971}",$$
31,Slade's Bar & Grill,"['958 Tremont St', 'Roxbury Crossing, MA 02120']",ULGoHTVLp5ZgUEBoxFb4vg,3.5,169,"{'latitude': 42.33723, 'longitude': -71.08362}",$$
32,FiRE + iCE  Grill + Bar,"['205 Berkeley St', 'Boston, MA 02116']",dz2OSto01aMIWkGHXd8lOg,3.0,750,"{'latitude': 42.35066, 'longitude': -71.07249}",$$
33,Charlie's Kitchen,"['10 Eliot St', 'Cambridge, MA 02138']",uKB1eXRNNBq2w4-wUkusZA,3.5,895,"{'latitude': 42.3724547, 'longitude': -71.1214953}",$$
34,Sissy K's,"['6 Commercial St', 'Boston, MA 02109']",9hTI2_9upvC5JI0oju1PtQ,3.0,321,"{'latitude': 42.3594748, 'longitude': -71.0536962}",$
35,Matt Murphy's Pub,"['14 Harvard St', 'Brookline, MA 02445']",tN08NZTMnyX_yT89uVN2_w,3.5,362,"{'latitude': 42.333667866966, 'longitude': -71.119049}",$$
36,Audubon Boston,"['838 Beacon St', 'Boston, MA 02215']",cqQfX8bDkR-7Ijh8JMtqJg,4.0,192,"{'latitude': 42.347459, 'longitude': -71.10323}",$$
37,Lamplighter Brewing,"['284 Broadway', 'Cambridge, MA 02139']",mqDsEyybiu1yXYu3LgwbZg,4.0,227,"{'latitude': 42.36778, 'longitude': -71.09797}",$$
38,Hurricane's at the Garden,"['150 Canal St', 'Boston, MA 02114']",y0n1XazerJISK3bhspN-og,3.5,41,"{'latitude': 42.364819, 'longitude': -71.060795}",
39,Irish Village,"['224 Market St', 'Brighton, MA 02135']",438xwnZ_j61hX7ymJsApVQ,4.5,60,"{'latitude': 42.35485, 'longitude': -71.14969}",$
40,Rocco's Cucina & Bar,"['450 Commercial St', 'Boston, MA 02109']",um4x6dIkv8w2a4e0VkRNmA,3.5,162,"{'latitude': 42.36738, 'longitude': -71.0534107325021}",$$
41,Alibi,"['215 Charles St', 'Boston, MA 02114']",pwejc1NUK6cQz7aK_4XYEQ,3.0,366,"{'latitude': 42.362014, 'longitude': -71.070142}",$$$
42,Capo Restaurant,"['443 West Broadway', 'Boston, MA 02127']",jARXdEubmCxBtN55PYVd7w,3.5,349,"{'latitude': 42.336067, 'longitude': -71.047027}",$$
43,The Abbey,"['1657 Beacon St', 'Brookline, MA 02445']",knIq-vPHJGFC0UzAtIFESw,4.0,475,"{'latitude': 42.338634, 'longitude': -71.136831}",$$
44,Burro Bar South End,"['1357 Washington St', 'Boston, MA 02118']",HL7Kfo9S3eKgJJAEVQ2rbw,4.0,150,"{'latitude': 42.34157697918738, 'longitude': -71.06931133147431}",$$
